CampaignID,CampaignName,Platform,AdType,StartDate,EndDate,Status,Impressions,Reach,Clicks,Likes,Comments,Shares,VideoViews,LinkClicks,CTR (%),EngagementRate (%),AdSpend ($),Revenue ($),Conversions,ConversionRate (%),CPC ($),CPM ($),ROAS,ROI (%),AudienceAge,AudienceGender,Objective,CostPerConversion ($)
CMP-0451,FB-0451,Facebook,Carousel,2024-06-21,2024-07-24,Completed,734019,298455,13062,11781,2102.0,1610.0,31243,6272,1.78,2.11,19351.12,101423.28,855,6.55,1.48,26.36,5.24,424.12,45+,All,Engagement,22.63
CMP-0452,TW-0452,Twitter,Carousel,2024-08-04,2024-08-19,Completed,101402,67001,11910,12061,1114.0,1677.0,4913,5857,11.75,14.65,25388.6,119543.87,1362,11.44,2.13,250.38,4.71,370.86,45+,F,Engagement,18.64
CMP-0453,IG-0453,Instagram,Video,2024-07-09,2024-08-10,Active,114471,50241,8512,19060,1059.0,1623.0,54842,3682,7.44,18.99,34165.2,69888.35,796,9.35,4.01,298.46,2.05,104.56,25-34,All,Awareness,42.92
CMP-0454,FB-0454,Facebook,Image,2024-09-04,2024-09-11,Active,328595,132831,15120,19354,2508.0,1377.0,38688,11534,4.6,7.07,31768.23,31352.04,2212,14.63,2.1,96.68,0.99,-1.31,45+,All,Engagement,14.36
CMP-0455,FB-0455,Facebook,Image,2024-07-14,2024-08-18,Completed,44225,24105,991,1572,356.0,86.0,5015,834,2.24,4.55,29612.8,128641.81,121,12.21,29.88,669.59,4.34,334.41,25-34,All,Engagement,244.73
CMP-0456,TW-0456,Twitter,Carousel,2024-03-08,2024-04-03,Completed,658756,545434,35937,83163,17034.0,8484.0,31058,25342,5.46,16.5,7281.86,26498.31,736,2.05,0.2,11.05,3.64,263.89,45+,M,Traffic,9.89
CMP-0457,IG-0457,Instagram,Image,2024-08-20,2024-09-14,Paused,174316,75667,12428,17408,1118.0,2675.0,13927,11099,7.13,12.16,34460.01,93394.45,1826,14.69,2.77,197.69,2.71,171.02,25-34,M,Traffic,18.87
CMP-0458,IG-0458,Instagram,Carousel,2024-11-13,2024-11-26,Completed,542373,446057,62093,89119,3779.0,10779.0,29379,52019,11.45,19.12,28117.31,104577.67,6554,10.56,0.45,51.84,3.72,271.93,25-34,All,Traffic,4.29
CMP-0459,FB-0459,Facebook,Carousel,2024-10-18,2024-11-17,Completed,238886,141924,13894,13323,1907.0,1902.0,32731,8786,5.82,7.17,33064.13,168207.21,305,2.2,2.38,138.41,5.09,408.73,45+,F,Traffic,108.41
CMP-0460,IG-0460,Instagram,Carousel,2024-09-05,2024-09-23,Completed,504352,230571,28887,49877,11955.0,3156.0,24083,19761,5.73,12.89,34952.15,28381.19,4283,14.83,1.21,69.3,0.81,-18.8,35-44,F,Sales,8.16
CMP-0461,FB-0461,Facebook,Image,2024-12-16,2025-01-17,Active,671566,327759,14304,18103,1200.0,3254.0,52841,8723,2.13,3.36,40241.77,57159.07,571,3.99,2.81,59.92,1.42,42.04,18-24,M,Sales,70.48
CMP-0462,IG-0462,Instagram,Video,2024-08-02,2024-09-06,Completed,727291,575962,84396,130183,30270.0,17086.0,491729,57427,11.6,24.41,9335.92,38404.41,11404,13.51,0.11,12.84,4.11,311.36,25-34,F,Awareness,0.82
CMP-0463,TW-0463,Twitter,Carousel,2024-08-22,2024-09-05,Completed,336777,153840,39250,58516,9019.0,2375.0,26461,32038,11.65,20.76,20495.12,109593.3,1083,2.76,0.52,60.86,5.35,434.73,18-24,M,Awareness,18.92
CMP-0464,IG-0464,Instagram,Video,2024-04-20,2024-05-17,Completed,205444,181997,14655,12082,2570.0,514.0,149493,9541,7.13,7.38,31619.61,118401.48,1926,13.14,2.16,153.91,3.74,274.46,45+,F,Engagement,16.42
CMP-0465,TW-0465,Twitter,Story,2024-06-20,2024-07-02,Completed,486111,298565,12319,22313,3537.0,2254.0,336176,9168,2.53,5.78,13104.55,47201.05,877,7.12,1.06,26.96,3.6,260.19,18-24,M,Traffic,14.94
CMP-0466,TW-0466,Twitter,Image,2024-07-29,2024-08-09,Completed,659128,569232,10853,16876,2805.0,763.0,38023,6623,1.65,3.1,20731.03,49866.4,447,4.12,1.91,31.45,2.41,140.54,25-34,F,Engagement,46.38
CMP-0467,IG-0467,Instagram,Story,2024-11-26,2024-12-26,Paused,239814,156785,8579,16469,1835.0,3037.0,176631,6319,3.58,8.9,40953.13,27167.2,90,1.05,4.77,170.77,0.66,-33.66,18-24,M,Sales,455.03
CMP-0468,TW-0468,Twitter,Carousel,2024-10-19,2024-11-20,Completed,415373,206162,32860,72572,15259.0,9612.0,15266,23597,7.91,23.46,8230.42,41323.76,4824,14.68,0.25,19.81,5.02,402.09,25-34,F,Traffic,1.71
CMP-0469,FB-0469,Facebook,Image,2024-07-19,2024-08-09,Completed,171779,150194,4884,4681,643.0,658.0,16684,2021,2.84,3.48,41466.45,37065.31,532,10.89,8.49,241.39,0.89,-10.61,45+,M,Engagement,77.94
CMP-0470,IG-0470,Instagram,Carousel,2024-11-30,2024-12-19,Completed,566425,464597,50143,108913,13681.0,8895.0,15139,22137,8.85,23.21,1529.77,8297.46,1510,3.01,0.03,2.7,5.42,442.4,18-24,M,Awareness,1.01
CMP-0471,FB-0471,Facebook,Video,2024-04-02,2024-04-12,Paused,223074,132818,13712,11481,742.0,2221.0,34223,10197,6.15,6.47,14454.53,72872.69,857,6.25,1.05,64.8,5.04,404.15,25-34,M,Traffic,16.87
CMP-0472,TW-0472,Twitter,Image,2024-06-24,2024-07-21,Completed,648830,454178,3618,6103,615.0,362.0,64100,2416,0.56,1.09,34362.76,54345.83,298,8.24,9.5,52.96,1.58,58.15,35-44,M,Awareness,115.31
CMP-0473,FB-0473,Facebook,Video,2024-12-20,2025-01-02,Paused,509967,254789,7943,15915,2870.0,1825.0,339795,4909,1.56,4.04,41544.49,72722.21,1131,14.24,5.23,81.47,1.75,75.05,25-34,All,Awareness,36.73
CMP-0474,IG-0474,Instagram,Image,2024-10-27,2024-11-20,Active,516528,318561,29084,52751,5503.0,4800.0,17553,17203,5.63,12.21,16204.74,80853.12,1104,3.8,0.56,31.37,4.99,398.95,18-24,F,Engagement,14.68
CMP-0475,TW-0475,Twitter,Carousel,2024-05-30,2024-07-07,Completed,36394,16643,3568,5458,475.0,432.0,1745,2090,9.8,17.49,14493.15,7944.64,108,3.03,4.06,398.23,0.55,-45.18,18-24,All,Traffic,134.2
CMP-0476,IG-0476,Instagram,Video,2024-07-16,2024-08-08,Completed,557874,283808,38777,78238,18718.0,13236.0,317955,26638,6.95,19.75,30854.87,82568.49,3896,10.05,0.8,55.31,2.68,167.6,35-44,M,Engagement,7.92
CMP-0477,IG-0477,Instagram,Image,2024-08-03,2024-08-15,Active,635645,358146,31164,55468,5935.0,7931.0,83455,27859,4.9,10.91,13154.28,61933.17,4289,13.76,0.42,20.69,4.71,370.82,45+,M,Sales,3.07
CMP-0478,FB-0478,Facebook,Carousel,2024-02-05,2024-03-11,Paused,320619,172280,29392,43517,7018.0,3921.0,31934,17537,9.17,16.98,20728.89,98324.62,3159,10.75,0.71,64.65,4.74,374.34,18-24,F,Engagement,6.56
CMP-0479,FB-0479,Facebook,Image,2024-03-12,2024-03-23,Completed,725999,553303,22527,21392,4167.0,3635.0,91547,15065,3.1,4.02,31126.74,23732.74,240,1.07,1.38,42.87,0.76,-23.75,18-24,M,Conversions,129.69
CMP-0480,IG-0480,Instagram,Carousel,2024-07-13,2024-08-04,Completed,149455,103381,2808,3770,300.0,503.0,19506,2380,1.88,3.06,30236.47,93999.7,278,9.9,10.77,202.31,3.11,210.88,25-34,All,Engagement,108.76
CMP-0481,IG-0481,Instagram,Carousel,2024-09-04,2024-09-23,Paused,91816,52932,9281,11248,2018.0,1990.0,10131,4061,10.11,16.62,9955.16,38352.2,735,7.92,1.07,108.43,3.85,285.25,45+,F,Conversions,13.54
CMP-0482,FB-0482,Facebook,Carousel,2024-06-08,2024-07-12,Completed,534018,241819,10657,25133,3194.0,2824.0,53755,5344,2.0,5.83,3554.45,9296.56,703,6.6,0.33,6.66,2.62,161.55,35-44,All,Conversions,5.06
CMP-0483,FB-0483,Facebook,Image,2024-08-23,2024-09-08,Completed,504374,368668,28776,36012,8476.0,1924.0,38378,13677,5.71,9.2,23102.74,17691.74,2310,8.03,0.8,45.8,0.77,-23.42,35-44,F,Traffic,10.0
CMP-0484,TW-0484,Twitter,Story,2024-04-06,2024-05-06,Paused,560286,394286,36217,35695,2140.0,2849.0,99595,16572,6.46,7.26,26097.76,44205.32,4900,13.53,0.72,46.58,1.69,69.38,18-24,F,Awareness,5.33
CMP-0485,TW-0485,Twitter,Story,2024-02-21,2024-03-11,Completed,730283,390068,20927,44694,5342.0,3847.0,377862,16049,2.87,7.38,22894.19,91630.7,485,2.32,1.09,31.35,4.0,300.24,45+,All,Traffic,47.2
CMP-0486,FB-0486,Facebook,Video,2024-02-05,2024-02-20,Paused,153723,135448,12542,19157,1037.0,2969.0,110200,6087,8.16,15.07,933.16,2109.61,1460,11.64,0.07,6.07,2.26,126.07,45+,All,Traffic,0.64
CMP-0487,IG-0487,Instagram,Image,2024-01-09,2024-02-01,Completed,555784,362133,51034,108086,7565.0,18225.0,35369,32933,9.18,24.09,24784.32,94602.81,3016,5.91,0.49,44.59,3.82,281.7,35-44,F,Awareness,8.22
CMP-0488,IG-0488,Instagram,Carousel,2024-12-05,2025-01-09,Completed,549534,419903,4057,9995,2211.0,1454.0,21108,2632,0.74,2.49,33475.05,179642.28,179,4.41,8.25,60.92,5.37,436.65,35-44,M,Conversions,187.01
CMP-0489,IG-0489,Instagram,Image,2024-11-16,2024-12-25,Completed,476093,425468,50347,55251,12821.0,5293.0,30020,34969,10.58,15.41,12793.0,18586.48,7166,14.23,0.25,26.87,1.45,45.29,35-44,All,Sales,1.79
CMP-0490,TW-0490,Twitter,Carousel,2024-01-05,2024-02-10,Completed,159278,100848,3548,8668,1514.0,1268.0,9472,1930,2.23,7.19,1193.86,841.39,432,12.18,0.34,7.5,0.7,-29.52,35-44,All,Awareness,2.76
CMP-0491,FB-0491,Facebook,Story,2024-01-01,2024-01-09,Completed,372230,312435,35475,58653,14176.0,7608.0,285716,26840,9.53,21.61,33120.86,88109.9,1063,3.0,0.93,88.98,2.66,166.03,18-24,F,Traffic,31.16
CMP-0492,IG-0492,Instagram,Video,2024-11-22,2024-12-21,Completed,107905,91343,11958,21703,1837.0,2381.0,76952,9592,11.08,24.02,34660.89,60660.1,352,2.94,2.9,321.22,1.75,75.01,45+,All,Conversions,98.47
CMP-0493,IG-0493,Instagram,Story,2024-07-11,2024-08-12,Completed,468367,349901,29478,57917,7037.0,5598.0,199799,25961,6.29,15.06,41108.84,25985.33,2198,7.46,1.39,87.77,0.63,-36.79,45+,M,Engagement,18.7
CMP-0494,IG-0494,Instagram,Video,2024-07-10,2024-07-23,Completed,598047,501703,6672,14923,1122.0,2196.0,253551,5214,1.12,3.05,37844.31,34941.48,550,8.24,5.67,63.28,0.92,-7.67,35-44,All,Engagement,68.81
CMP-0495,IG-0495,Instagram,Story,2024-02-01,2024-02-13,Completed,712173,466765,62279,124101,3779.0,16124.0,553426,29159,8.74,20.22,28965.23,36898.15,8426,13.53,0.47,40.67,1.27,27.39,35-44,All,Engagement,3.44
CMP-0496,IG-0496,Instagram,Video,2024-01-01,2024-01-15,Completed,131913,87050,4409,4303,236.0,520.0,49269,3805,3.34,3.84,22025.52,31281.08,229,5.19,5.0,166.97,1.42,42.02,25-34,All,Awareness,96.18
CMP-0497,IG-0497,Instagram,Image,2024-11-21,2024-11-27,Completed,694402,361325,44319,88166,7941.0,10304.0,40017,19943,6.38,15.32,16846.6,31602.65,4096,9.24,0.38,24.26,1.88,87.59,45+,All,Traffic,4.11
CMP-0498,IG-0498,Instagram,Video,2024-08-22,2024-09-03,Completed,16554,11426,147,280,50.0,31.0,12178,84,0.89,2.18,39767.88,111022.01,4,2.72,270.53,2402.31,2.79,179.18,18-24,M,Awareness,9941.97
CMP-0499,TW-0499,Twitter,Video,2024-12-27,2025-02-03,Active,70814,34504,1587,3039,494.0,344.0,49645,745,2.24,5.47,29800.76,152501.95,190,11.97,18.78,420.83,5.12,411.74,18-24,All,Traffic,156.85
CMP-0500,TW-0500,Twitter,Video,2024-09-16,2024-10-24,Completed,736663,414032,84603,117747,20428.0,12316.0,96834,69883,11.48,20.43,4796.05,4945.22,2731,3.23,0.06,6.51,1.03,3.11,45+,F,Traffic,1.76
CMP-0501,TW-0501,Twitter,Video,2024-03-30,2024-04-28,Completed,445460,383624,5399,6618,380.0,1058.0,182224,3170,1.21,1.81,1810.95,2481.61,531,9.84,0.34,4.07,1.37,37.03,18-24,All,Awareness,3.41
CMP-0502,TW-0502,Twitter,Video,2024-09-08,2024-10-11,Completed,241450,120868,5707,12461,2638.0,881.0,122529,4077,2.36,6.62,9557.51,43487.09,591,10.36,1.67,39.58,4.55,355.0,18-24,F,Awareness,16.17
CMP-0503,FB-0503,Facebook,Carousel,2024-11-24,2025-01-01,Paused,222553,152489,13237,18513,3215.0,2395.0,8440,5739,5.95,10.84,17237.26,14726.45,924,6.98,1.3,77.45,0.85,-14.57,18-24,M,Awareness,18.66
CMP-0504,FB-0504,Facebook,Story,2024-11-03,2024-12-12,Completed,239903,194480,9197,20305,2600.0,1974.0,170501,4404,3.83,10.37,24281.86,41448.94,462,5.02,2.64,101.22,1.71,70.7,35-44,F,Traffic,52.56
CMP-0505,FB-0505,Facebook,Story,2024-05-14,2024-05-20,Paused,278553,139347,29839,26883,2442.0,4588.0,92124,23234,10.71,12.17,3273.62,9715.37,4109,13.77,0.11,11.75,2.97,196.78,18-24,F,Sales,0.8
CMP-0506,TW-0506,Twitter,Image,2024-09-02,2024-09-15,Completed,48768,22044,3028,3581,429.0,416.0,5930,2538,6.21,9.08,41940.47,26496.69,126,4.16,13.85,860.0,0.63,-36.82,25-34,All,Conversions,332.86
CMP-0507,TW-0507,Twitter,Image,2024-01-27,2024-02-25,Completed,734222,339664,62888,109062,3779.0,6421.0,73447,53566,8.57,16.24,15769.09,80270.08,3726,5.92,0.25,21.48,5.09,409.03,25-34,M,Traffic,4.23
CMP-0508,IG-0508,Instagram,Image,2024-01-08,2024-01-28,Completed,85333,36550,4730,6056,683.0,825.0,11584,4252,5.54,8.86,18202.93,68951.14,133,2.81,3.85,213.32,3.79,278.79,18-24,M,Sales,136.86
CMP-0509,IG-0509,Instagram,Carousel,2024-04-22,2024-05-25,Completed,389757,307948,15067,28795,4473.0,2384.0,43150,9819,3.87,9.15,40568.93,163391.71,264,1.75,2.69,104.09,4.03,302.75,45+,F,Conversions,153.67
CMP-0510,TW-0510,Twitter,Video,2024-10-10,2024-10-28,Completed,153857,64302,4929,7632,1548.0,1469.0,17678,4032,3.2,6.92,26676.69,53408.45,235,4.77,5.41,173.39,2.0,100.21,18-24,M,Traffic,113.52
CMP-0511,IG-0511,Instagram,Image,2024-07-15,2024-08-17,Active,402753,198240,21980,19536,2169.0,2474.0,26265,9077,5.46,6.0,40246.04,205797.86,2093,9.52,1.83,99.93,5.11,411.35,35-44,All,Conversions,19.23
CMP-0512,TW-0512,Twitter,Story,2024-01-30,2024-02-10,Completed,715902,389242,85158,145543,19614.0,22570.0,456966,45138,11.9,26.22,21296.3,116343.08,12300,14.44,0.25,29.75,5.46,446.31,25-34,M,Conversions,1.73
CMP-0513,TW-0513,Twitter,Carousel,2024-05-07,2024-06-15,Completed,603823,360663,45762,64747,3779.0,10695.0,75679,32216,7.58,13.12,25795.63,54298.43,1254,2.74,0.56,42.72,2.1,110.49,35-44,M,Awareness,20.57
CMP-0514,FB-0514,Facebook,Story,2024-07-02,2024-08-06,Completed,588646,299574,6909,16554,1742.0,2278.0,188259,2984,1.17,3.5,34585.97,65046.58,243,3.52,5.01,58.76,1.88,88.07,45+,M,Awareness,142.33
CMP-0515,TW-0515,Twitter,Image,2024-12-01,2024-12-08,Completed,466697,321995,4585,9259,575.0,1428.0,25050,2424,0.98,2.41,38658.32,87625.86,481,10.49,8.43,82.83,2.27,126.67,18-24,All,Awareness,80.37
CMP-0516,TW-0516,Twitter,Story,2024-02-09,2024-02-29,Completed,603071,353206,60071,90535,16149.0,16308.0,120708,33836,9.96,20.39,15406.87,39144.05,7229,12.03,0.26,25.55,2.54,154.07,35-44,F,Awareness,2.13
CMP-0517,FB-0517,Facebook,Video,2024-05-28,2024-06-11,Completed,31775,14397,931,1240,239.0,196.0,20603,704,2.93,5.27,17358.37,59251.6,131,14.07,18.64,546.29,3.41,241.34,25-34,F,Traffic,132.51
CMP-0518,FB-0518,Facebook,Video,2024-10-21,2024-11-30,Completed,570148,437031,58425,99158,5977.0,11459.0,266323,36253,10.25,20.45,37702.4,74097.53,2786,4.77,0.65,66.13,1.97,96.53,25-34,F,Engagement,13.53
CMP-0519,IG-0519,Instagram,Video,2024-02-29,2024-03-20,Completed,434838,252615,19775,32818,7644.0,4743.0,227704,12349,4.55,10.4,25835.73,119720.7,1357,6.86,1.31,59.41,4.63,363.39,25-34,All,Traffic,19.04
CMP-0520,TW-0520,Twitter,Video,2024-05-26,2024-06-21,Completed,90465,54663,5706,6004,893.0,1086.0,21591,2795,6.31,8.82,7921.31,20540.97,419,7.34,1.39,87.56,2.59,159.31,45+,All,Engagement,18.91
CMP-0521,IG-0521,Instagram,Image,2024-02-07,2024-02-20,Completed,560021,481232,61036,85598,11167.0,11051.0,63034,28046,10.9,19.25,40476.75,139943.91,8278,13.56,0.66,72.28,3.46,245.74,18-24,All,Engagement,4.89
CMP-0522,IG-0522,Instagram,Story,2024-11-18,2024-12-21,Completed,461854,251546,27649,28446,2465.0,4623.0,342436,24007,5.99,7.69,40354.16,139938.8,600,2.17,1.46,87.37,3.47,246.78,35-44,All,Sales,67.26
CMP-0523,IG-0523,Instagram,Video,2024-10-28,2024-11-19,Completed,106605,55022,6580,5804,891.0,719.0,48586,5685,6.17,6.95,17591.01,75403.88,328,4.98,2.67,165.01,4.29,328.65,25-34,M,Engagement,53.63
CMP-0524,TW-0524,Twitter,Video,2024-05-22,2024-06-16,Paused,178636,82043,6518,10077,2288.0,868.0,132616,5829,3.65,7.41,41640.96,159575.16,752,11.54,6.39,233.11,3.83,283.22,25-34,M,Traffic,55.37
CMP-0525,FB-0525,Facebook,Image,2024-01-21,2024-02-29,Completed,209611,84542,21115,17817,1614.0,3397.0,19756,16175,10.07,10.89,37481.18,74014.38,1750,8.29,1.78,178.81,1.97,97.47,18-24,All,Engagement,21.42
CMP-0526,IG-0526,Instagram,Story,2024-02-14,2024-02-27,Completed,706199,323602,32257,30141,6289.0,4713.0,232326,21080,4.57,5.83,28562.77,87522.63,1569,4.86,0.89,40.45,3.06,206.42,18-24,All,Traffic,18.2
CMP-0527,FB-0527,Facebook,Story,2024-12-27,2025-02-03,Active,590283,431240,62523,53806,9518.0,2220.0,115584,36770,10.59,11.1,30463.97,55640.32,8880,14.2,0.49,51.61,1.83,82.64,25-34,F,Awareness,3.43
CMP-0528,IG-0528,Instagram,Video,2024-02-15,2024-03-24,Completed,229593,92204,2923,5109,468.0,349.0,90163,1553,1.27,2.58,26483.5,97686.33,184,6.29,9.06,115.35,3.69,268.86,45+,All,Awareness,143.93
CMP-0529,IG-0529,Instagram,Video,2024-12-08,2025-01-13,Paused,665631,396785,30665,49604,3437.0,2875.0,477008,23841,4.61,8.4,43636.62,92814.45,1539,5.02,1.42,65.56,2.13,112.7,45+,M,Conversions,28.35
CMP-0530,TW-0530,Twitter,Image,2024-07-22,2024-08-04,Completed,512236,420064,53457,97387,18254.0,4346.0,28085,27132,10.44,23.42,18700.76,61923.58,6903,12.91,0.35,36.51,3.31,231.13,35-44,F,Traffic,2.71
CMP-0531,IG-0531,Instagram,Story,2024-01-28,2024-02-19,Completed,234583,133693,23254,30799,3779.0,4053.0,50804,11699,9.91,16.47,42680.56,152221.06,2268,9.75,1.84,181.94,3.57,256.65,35-44,M,Traffic,18.82
CMP-0532,TW-0532,Twitter,Image,2024-02-16,2024-03-13,Completed,584751,252455,6233,7216,1133.0,1426.0,75409,3725,1.07,1.67,13413.34,17531.52,688,11.04,2.15,22.94,1.31,30.7,35-44,F,Conversions,19.5
CMP-0533,FB-0533,Facebook,Image,2024-01-11,2024-02-18,Paused,513454,216237,19282,16220,2859.0,2434.0,12523,14942,3.76,4.19,17314.62,43351.56,2387,12.38,0.9,33.72,2.5,150.38,35-44,M,Awareness,7.25
CMP-0534,TW-0534,Twitter,Story,2024-10-04,2024-10-18,Completed,415123,206375,30990,41239,4731.0,5030.0,48321,16642,7.47,12.29,12260.01,46345.95,1189,3.84,0.4,29.53,3.78,278.03,45+,F,Awareness,10.31
CMP-0535,IG-0535,Instagram,Carousel,2024-12-25,2025-02-02,Active,405984,165887,25235,37075,4617.0,4725.0,13835,12921,6.22,11.43,18182.01,30192.64,3697,14.65,0.72,44.79,1.66,66.06,35-44,F,Traffic,4.92
CMP-0536,IG-0536,Instagram,Video,2024-02-12,2024-02-23,Completed,222770,185436,13662,16735,1309.0,2320.0,96116,10403,6.13,9.14,10843.12,47027.07,1220,8.93,0.79,48.67,4.34,333.7,35-44,F,Conversions,8.89
CMP-0537,FB-0537,Facebook,Image,2024-10-16,2024-11-16,Completed,286170,213253,26278,56523,8993.0,5091.0,29979,14739,9.18,24.67,23392.18,112124.91,2870,10.92,0.89,81.74,4.79,379.33,18-24,M,Traffic,8.15
CMP-0538,FB-0538,Facebook,Image,2024-03-03,2024-03-18,Active,45959,38732,2846,5306,821.0,330.0,6142,1733,6.19,14.05,5732.46,31406.55,32,1.12,2.01,124.73,5.48,447.87,35-44,All,Awareness,179.14
CMP-0539,TW-0539,Twitter,Video,2024-09-24,2024-10-12,Completed,394287,260107,13363,21205,5030.0,3993.0,238185,11040,3.39,7.67,23834.84,110761.46,386,2.89,1.78,60.45,4.65,364.7,18-24,F,Awareness,61.75
CMP-0540,FB-0540,Facebook,Image,2024-04-06,2024-04-23,Completed,568852,357976,9040,16836,2843.0,853.0,58435,7608,1.59,3.61,1128.76,1651.61,526,5.82,0.12,1.98,1.46,46.32,35-44,F,Traffic,2.15
CMP-0541,TW-0541,Twitter,Story,2024-10-14,2024-11-22,Completed,217429,95394,4898,10002,1060.0,820.0,37316,3910,2.25,5.46,34589.42,74394.96,451,9.21,7.06,159.08,2.15,115.08,35-44,All,Sales,76.69
CMP-0542,IG-0542,Instagram,Video,2024-04-28,2024-05-16,Completed,158607,74809,9465,7575,496.0,1478.0,31068,7606,5.97,6.02,21490.16,43255.21,658,6.95,2.27,135.49,2.01,101.28,18-24,M,Awareness,32.66
CMP-0543,IG-0543,Instagram,Story,2024-09-24,2024-10-19,Completed,639787,525326,73490,176914,38340.0,27212.0,440117,49991,11.49,37.9,35608.94,139830.54,5777,7.86,0.48,55.66,3.93,292.68,45+,All,Traffic,6.16
CMP-0544,IG-0544,Instagram,Story,2024-06-26,2024-07-28,Completed,591986,496171,65633,73815,9215.0,13973.0,471698,32679,11.09,16.39,9172.54,31470.45,3973,6.05,0.14,15.49,3.43,243.09,35-44,M,Conversions,2.31
CMP-0545,TW-0545,Twitter,Image,2024-01-18,2024-02-09,Completed,422641,178337,35917,44183,7734.0,8632.0,53689,29868,8.5,14.33,44876.81,164303.0,5023,13.99,1.25,106.18,3.66,266.12,45+,M,Engagement,8.93
CMP-0546,TW-0546,Twitter,Image,2024-01-15,2024-01-29,Completed,190501,159155,3836,5804,3779.0,284.0,19597,1653,2.01,5.18,24711.72,133863.81,90,2.35,6.44,129.72,5.42,441.7,25-34,All,Awareness,274.57
CMP-0547,TW-0547,Twitter,Carousel,2024-03-27,2024-04-24,Completed,701773,422177,71115,137848,8683.0,23710.0,59789,54365,10.13,24.26,20231.25,37986.75,1547,2.18,0.28,28.83,1.88,87.76,25-34,All,Conversions,13.08
CMP-0548,TW-0548,Twitter,Image,2024-10-14,2024-11-10,Paused,600772,491463,8952,21318,1441.0,3983.0,26268,3967,1.49,4.45,28384.81,17046.12,487,5.44,3.17,47.25,0.6,-39.95,25-34,M,Traffic,58.29
CMP-0549,FB-0549,Facebook,Video,2024-12-14,2024-12-31,Completed,144182,80056,7010,9029,955.0,1177.0,56200,5731,4.86,7.74,9365.5,50539.9,337,4.81,1.34,64.96,5.4,439.64,35-44,All,Traffic,27.79
CMP-0550,IG-0550,Instagram,Carousel,2024-11-24,2025-01-01,Paused,666679,495689,16403,39603,6615.0,2570.0,62622,14711,2.46,7.32,29247.36,114359.77,1160,7.07,1.78,43.87,3.91,291.01,35-44,M,Traffic,25.21
CMP-0551,TW-0551,Twitter,Carousel,2024-04-17,2024-05-08,Completed,278516,115785,5085,9758,851.0,608.0,26817,2980,1.83,4.03,26683.39,17857.83,319,6.27,5.25,95.81,0.67,-33.08,18-24,All,Awareness,83.65
CMP-0552,FB-0552,Facebook,Story,2024-06-21,2024-07-02,Paused,326153,157001,22139,46015,6340.0,6380.0,168132,16543,6.79,18.01,21573.96,37062.85,2486,11.23,0.97,66.15,1.72,71.79,35-44,All,Engagement,8.68
CMP-0553,IG-0553,Instagram,Image,2024-04-29,2024-06-05,Paused,287445,252086,14684,12460,1899.0,2337.0,38879,12960,5.11,5.81,9331.57,50037.17,2085,14.2,0.64,32.46,5.36,436.21,25-34,M,Sales,4.48
CMP-0554,FB-0554,Facebook,Image,2024-03-13,2024-04-09,Completed,178373,112427,14401,16427,1386.0,1465.0,7847,11936,8.07,10.81,32723.98,41582.02,1024,7.11,2.27,183.46,1.27,27.07,35-44,M,Traffic,31.96
CMP-0555,IG-0555,Instagram,Story,2024-08-29,2024-09-27,Completed,745529,388697,82343,120128,13655.0,22781.0,283240,46404,11.04,21.0,30526.36,148462.48,4088,4.96,0.37,40.95,4.86,386.34,45+,All,Engagement,7.47
CMP-0556,TW-0556,Twitter,Image,2024-11-07,2024-11-23,Completed,392063,227843,24569,19721,3349.0,2045.0,11779,12653,6.27,6.41,2469.03,4961.98,1965,8.0,0.1,6.3,2.01,100.97,18-24,F,Awareness,1.26
CMP-0557,FB-0557,Facebook,Carousel,2024-12-11,2025-01-15,Paused,193238,93096,16129,35777,5115.0,1904.0,21099,7269,8.35,22.15,36257.99,20345.17,2108,13.07,2.25,187.63,0.56,-43.89,35-44,M,Traffic,17.2
CMP-0558,IG-0558,Instagram,Image,2024-12-09,2025-01-08,Paused,62159,34279,2159,4054,692.0,682.0,4881,1266,3.47,8.73,15410.33,48929.66,164,7.6,7.14,247.92,3.18,217.51,35-44,M,Traffic,93.97
CMP-0559,TW-0559,Twitter,Story,2024-02-10,2024-02-24,Completed,623820,329949,40057,73892,16584.0,8097.0,265331,16820,6.42,15.8,20981.16,15743.58,5267,13.15,0.52,33.63,0.75,-24.96,35-44,F,Conversions,3.98
CMP-0560,FB-0560,Facebook,Carousel,2024-07-01,2024-08-01,Paused,317143,227705,23314,32810,1880.0,5190.0,16593,10305,7.35,12.57,32842.04,120352.94,541,2.32,1.41,103.56,3.66,266.46,45+,F,Awareness,60.71
CMP-0561,TW-0561,Twitter,Video,2024-09-25,2024-10-29,Paused,395904,165940,29722,60349,12823.0,3390.0,181657,22668,7.51,19.34,28834.98,57956.29,1702,5.73,0.97,72.83,2.01,100.99,45+,M,Sales,16.94
CMP-0562,TW-0562,Twitter,Image,2024-08-09,2024-08-21,Completed,603626,320216,24065,40281,8896.0,3182.0,74767,14128,3.99,8.67,34352.0,92225.78,1833,7.62,1.43,56.91,2.68,168.47,25-34,F,Conversions,18.74
CMP-0563,IG-0563,Instagram,Video,2024-05-19,2024-05-24,Completed,24628,19481,1984,2513,358.0,418.0,13407,889,8.06,13.35,32050.88,51450.91,82,4.13,16.15,1301.4,1.61,60.53,35-44,All,Engagement,390.86
